OWNER_CIK,OWNER_NAME,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Min_Transaction_Value,Avg_Transaction_Value,Max_Transaction_Value,Transaction_Count,Unique_Transaction_Years,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Avg_Days_Between_Transactions,Pct_Positive_vs_SP500_6M,Pct_Positive_vs_SP500_1Y,Pct_Positive_vs_SP500_18M,Pct_Positive_vs_Sector_6M,Pct_Positive_vs_Sector_1Y,Pct_Positive_vs_Sector_18M,Number_of_Companies,Most_Common_Company,Most_Active_Sector,Total_Transaction_Value,Bull_Market_Transactions,Bull_Market_Avg_Return_6M,Bull_Market_vs_SP500_6M,Bull_Market_vs_Sector_6M,Bull_Market_Win_Rate,Bear_Market_Transactions,Bear_Market_Avg_Return_6M,Bear_Market_vs_SP500_6M,Bear_Market_vs_Sector_6M,Bear_Market_Win_Rate,Market_Timing_Score,Most_Common_Company_Market_Cap,Most_Common_Company_Cap_Category,Pct_Mega_Cap_Trades,Pct_Large_Cap_Trades,Pct_Mid_Cap_Trades,Pct_Small_Cap_Trades,Pct_Micro_Cap_Trades,Preferred_Cap_Category,Avg_Market_Cap,Median_Market_Cap
1584507,Pfeiffer Nicholas,51%,56%,59%,6%,6%,6%,-51%,-56%,-59%,-6%,-6%,-6%,75015.04,75015.04,75015.04,1,1,2023,2023,0.0,0%,0%,0%,0%,0%,0%,1,FMC,Materials,75.62,0,0,0,0,0,0,0,0,0,0,0,7427730944,Mid Cap,0,0,100,0,0,Mid Cap,7427730944,7427730944
1584585,Feldstein Andrew T,28%,31%,35%,4%,5%,5%,-28%,-31%,-35%,-4%,-5%,-5%,498804.6,942438.0113,1054570,15,4,2014,2020,-15.9,13%,13%,0%,33%,13%,13%,1,PNC,Financials,1487.16,0,0,0,0,0,0,0,0,0,0,0,85308473344,Large Cap,0,100,0,0,0,Large Cap,85308473344,85308473344
1585497,Blocker Adrian M,19%,22%,24%,2%,2%,2%,-19%,-22%,-24%,-2%,-2%,-2%,1401.5,33127.08333,56679.75,3,1,2015,2015,0.0,100%,0%,0%,0%,0%,0%,1,WY,Real Estate,84.02,0,0,0,0,0,0,0,0,0,0,0,23504926720,Large Cap,0,100,0,0,0,Large Cap,23504926720,23504926720
1586197,Runge Marschall S,40%,40%,45%,15%,15%,16%,-40%,-40%,-45%,-15%,-15%,-16%,49849.56,49849.56,49849.56,1,1,2022,2022,0.0,100%,100%,0%,100%,100%,0%,1,LLY,Health Care,246.78,0,0,0,0,0,0,0,0,0,0,0,715271000000,Mega Cap,100,0,0,0,0,Mega Cap,7.15271E+11,7.15271E+11
1586768,Kelly Laura G.,34%,38%,40%,5%,5%,5%,-34%,-38%,-40%,-5%,-5%,-5%,54640,85856.66667,145290,3,2,2014,2023,-1647.0,0%,0%,0%,0%,0%,0%,1,JKHY,Financials,257.57,0,0,0,0,0,0,0,0,0,0,0,12853967872,Large Cap,0,100,0,0,0,Large Cap,12853967872,12853967872
1587011,Backus Marcia E.,31%,32%,37%,4%,3%,3%,-31%,-32%,-37%,-4%,-3%,-3%,480900,480900,480900,1,1,2019,2019,0.0,0%,0%,0%,100%,100%,100%,1,OXY,Energy,48.09,0,0,0,0,0,0,0,0,0,0,0,47461388288,Large Cap,0,100,0,0,0,Large Cap,47461388288,47461388288
1587074,Trieu Vuong,25%,27%,28%,9%,10%,10%,-25%,-27%,-28%,-9%,-10%,-10%,950,65662.43,249999.72,4,1,2017,2017,40.3,0%,0%,0%,0%,0%,0%,1,MRNA,Health Care,1.45,0,0,0,0,0,0,0,0,0,0,0,,Micro Cap,0,0,0,0,100,Micro Cap,,
1587484,DeNooyer Mary Beth,29%,35%,41%,6%,7%,7%,-29%,-35%,-41%,-6%,-7%,-7%,75225,161372.8947,189280,19,1,2019,2019,-1.9,74%,0%,0%,79%,0%,0%,1,KDP,Consumer Staples,536.17,0,0,0,0,0,0,0,0,0,0,0,44288094208,Large Cap,0,100,0,0,0,Large Cap,44288094208,44288094208
1587868,Hilado Maria Teresa,29%,32%,33%,9%,10%,11%,-29%,-32%,-33%,-9%,-10%,-11%,66440,130718.5,194997,2,2,2018,2019,246.0,0%,0%,0%,0%,0%,0%,2,CPB,Consumer Staples,88.01944289,0,0,0,0,0,0,0,0,0,0,0,13749859328,Large Cap,0,100,0,0,0,Large Cap,18033027584,18033027584
1588386,Gitzel Timothy S.,22%,23%,25%,3%,3%,3%,-22%,-23%,-25%,-3%,-3%,-3%,233500,233500,233500,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,MOS,Materials,23.35,0,0,0,0,0,0,0,0,0,0,0,8404886016,Mid Cap,0,0,100,0,0,Mid Cap,8404886016,8404886016
1588670,Kress Colette,42%,45%,41%,24%,29%,24%,-42%,-45%,-41%,-24%,-29%,-24%,53661,53694.5,53728,2,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,NVDA,Information Technology,1.53E-34,0,0,0,0,0,0,0,0,0,0,0,3385740000000,Mega Cap,100,0,0,0,0,Mega Cap,3.38574E+12,3.38574E+12
1588752,Hollub Vicki A.,31%,33%,36%,5%,4%,5%,-31%,-33%,-36%,-5%,-4%,-5%,798101.84,1180866.947,1803699,3,3,2017,2022,-511.0,33%,33%,33%,100%,67%,33%,1,OXY,Energy,167.11,0,0,0,0,0,0,0,0,0,0,0,47461388288,Large Cap,0,100,0,0,0,Large Cap,47461388288,47461388288
1588802,Batchelder Eugene L.,30%,30%,31%,5%,5%,4%,-30%,-30%,-31%,-5%,-5%,-4%,192480,351830,617700,3,2,2017,2019,-337.5,0%,0%,0%,67%,67%,100%,1,OXY,Energy,157.99,0,0,0,0,0,0,0,0,0,0,0,47461388288,Large Cap,0,100,0,0,0,Large Cap,47461388288,47461388288
1589055,Cico Carla,20%,22%,21%,5%,5%,5%,-20%,-22%,-21%,-5%,-5%,-5%,2554.56,17467.10333,24973.6,3,3,2014,2017,-183.5,33%,0%,0%,33%,0%,33%,1,ALLE,Industrials,193.15,0,0,0,0,0,0,0,0,0,0,0,12292670464,Large Cap,0,100,0,0,0,Large Cap,12292670464,12292670464
1589160,Lisowski Sheryl Ann,39%,45%,48%,9%,9%,9%,-39%,-45%,-48%,-9%,-9%,-9%,49334.54,49334.54,49334.54,1,1,2022,2022,0.0,0%,0%,0%,0%,0%,0%,1,FAST,Industrials,46.63,0,0,0,0,0,0,0,0,0,0,0,47956336640,Large Cap,0,100,0,0,0,Large Cap,47956336640,47956336640
1589933,GALLAGHER THOMAS JOSEPH,29%,32%,31%,4%,5%,4%,-29%,-32%,-31%,-4%,-5%,-4%,292800,292800,292800,1,1,2018,2018,0.0,0%,0%,0%,0%,0%,0%,1,AJG,Financials,73.2,0,0,0,0,0,0,0,0,0,0,0,69160534016,Large Cap,0,100,0,0,0,Large Cap,69160534016,69160534016
1590599,Henderson Gregory N.,42%,46%,38%,25%,29%,22%,-42%,-46%,-38%,-25%,-29%,-22%,303.14,1506.46,2709.78,2,2,2020,2021,80.0,0%,0%,0%,0%,0%,50%,1,ADI,Information Technology,294.19,0,0,0,0,0,0,0,0,0,0,0,108218000000,Large Cap,0,100,0,0,0,Large Cap,1.08218E+11,1.08218E+11
1590794,Vergis Janet S.,21%,24%,27%,5%,6%,6%,-21%,-24%,-27%,-5%,-6%,-6%,20157,52488.5,84820,2,2,2015,2019,-1525.0,100%,0%,0%,50%,0%,0%,1,CHD,Consumer Staples,67.85265625,0,0,0,0,0,0,0,0,0,0,0,27037904896,Large Cap,0,100,0,0,0,Large Cap,27037904896,27037904896
1591295,Leonard James C.,38%,41%,47%,5%,6%,7%,-38%,-41%,-47%,-5%,-6%,-7%,100800,112999.44,125198.88,2,2,2020,2022,-953.0,0%,0%,0%,0%,0%,0%,1,FITB,Financials,48.16,0,0,0,0,0,0,0,0,0,0,0,32293390336,Large Cap,0,100,0,0,0,Large Cap,32293390336,32293390336
1592315,Cawley Timothy,35%,38%,40%,3%,3%,3%,-35%,-38%,-40%,-3%,-3%,-3%,2315.1338,3527.353993,7946.4,139,12,2013,2024,-19.9,28%,19%,10%,37%,38%,22%,1,ED,Utilities,11049.76,0,0,0,0,0,0,0,0,0,0,0,35188596736,Large Cap,0,100,0,0,0,Large Cap,35188596736,35188596736
1592395,Osborn David P,29%,30%,30%,4%,4%,4%,-29%,-30%,-30%,-4%,-4%,-4%,12586.6,112453.1917,486795,12,6,2014,2024,-274.0,8%,0%,0%,8%,8%,17%,1,CINF,Financials,759.05,0,0,0,0,0,0,0,0,0,0,0,25035452416,Large Cap,0,100,0,0,0,Large Cap,25035452416,25035452416
1593356,Hart Gregory L,22%,24%,26%,5%,6%,6%,-22%,-24%,-26%,-5%,-6%,-6%,99800,99800,99800,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,UAL,Industrials,49.9,0,0,0,0,0,0,0,0,0,0,0,31845064704,Large Cap,0,100,0,0,0,Large Cap,31845064704,31845064704
1593830,Jabal Kim,38%,44%,44%,8%,9%,9%,-38%,-44%,-44%,-8%,-9%,-9%,10096.72,30078.12,50059.52,2,1,2020,2020,1.0,0%,0%,0%,0%,0%,0%,1,FDX,Industrials,331.28,0,0,0,0,0,0,0,0,0,0,0,74125393920,Large Cap,0,100,0,0,0,Large Cap,74125393920,74125393920
1594073,Hash Steve,21%,21%,19%,2%,2%,2%,-21%,-21%,-19%,-2%,-2%,-2%,194275,194275,194275,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,ARE,Real Estate,77.71,0,0,0,0,0,0,0,0,0,0,0,19314720768,Large Cap,0,100,0,0,0,Large Cap,19314720768,19314720768
1594133,Tsien Matthew,32%,39%,44%,11%,13%,14%,-32%,-39%,-44%,-11%,-13%,-14%,7758,176681.3333,514528,3,2,2013,2020,-1158.0,0%,0%,0%,0%,0%,0%,1,GM,Consumer Discretionary,100.55,0,0,0,0,0,0,0,0,0,0,0,61126762496,Large Cap,0,100,0,0,0,Large Cap,61126762496,61126762496
1594487,Richison Chad R.,23%,25%,26%,5%,6%,6%,-23%,-25%,-26%,-5%,-6%,-6%,201.86,408353.2575,1143250,8,3,2014,2023,-138.1,0%,0%,0%,0%,0%,0%,1,PAYC,Industrials,474.97,0,0,0,0,0,0,0,0,0,0,0,13372971008,Large Cap,0,100,0,0,0,Large Cap,13372971008,13372971008
1594519,Boelte Craig E.,19%,21%,20%,4%,5%,5%,-19%,-21%,-20%,-4%,-5%,-5%,13570,44285,75000,2,1,2014,2014,-53.0,0%,0%,0%,0%,0%,0%,1,PAYC,Industrials,28.57,0,0,0,0,0,0,0,0,0,0,0,13372971008,Large Cap,0,100,0,0,0,Large Cap,13372971008,13372971008
1594541,York Jeffrey D.,21%,20%,20%,5%,4%,5%,-21%,-20%,-20%,-5%,-4%,-5%,49410,49410,49410,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,PAYC,Industrials,16.47,0,0,0,0,0,0,0,0,0,0,0,13372971008,Large Cap,0,100,0,0,0,Large Cap,13372971008,13372971008
1594543,Kerber William X. III,19%,21%,20%,4%,5%,5%,-19%,-21%,-20%,-4%,-5%,-5%,75000,75000,75000,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,PAYC,Industrials,15,0,0,0,0,0,0,0,0,0,0,0,13372971008,Large Cap,0,100,0,0,0,Large Cap,13372971008,13372971008
1594784,Johnson Netha N.,43%,41%,44%,5%,5%,5%,-43%,-41%,-44%,-5%,-5%,-5%,47739.3,99536.93,151334.56,2,1,2022,2022,0.0,100%,100%,0%,100%,100%,100%,1,ALB,Materials,375.71,0,0,0,0,0,0,0,0,0,0,0,12692014080,Large Cap,0,100,0,0,0,Large Cap,12692014080,12692014080
1594866,Wright Kristen C.,20%,21%,20%,5%,6%,6%,-20%,-21%,-20%,-5%,-6%,-6%,24471.02,24471.02,24471.02,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,AZO,Consumer Discretionary,520.66,0,0,0,0,0,0,0,0,0,0,0,53578854400,Large Cap,0,100,0,0,0,Large Cap,53578854400,53578854400
1594960,Breber Pierre R,19%,22%,23%,4%,5%,5%,-19%,-22%,-23%,-4%,-5%,-5%,286209.7,286209.7,286209.7,1,1,2015,2015,0.0,100%,0%,0%,100%,0%,0%,1,CVX,Energy,85.82,0,0,0,0,0,0,0,0,0,0,0,289030000000,Mega Cap,100,0,0,0,0,Mega Cap,2.8903E+11,2.8903E+11
1594982,Bohn Christopher D,22%,24%,26%,3%,3%,4%,-22%,-24%,-26%,-3%,-3%,-4%,349000,349000,349000,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,CF,Materials,27.92,0,0,0,0,0,0,0,0,0,0,0,15602633728,Large Cap,0,100,0,0,0,Large Cap,15602633728,15602633728
1594990,Remiker Richard,20%,21%,20%,3%,3%,3%,-20%,-21%,-20%,-3%,-3%,-3%,10780,19745,28710,2,2,2014,2015,-420.0,50%,50%,0%,50%,50%,50%,1,HBAN,Financials,20.35,0,0,0,0,0,0,0,0,0,0,0,26165108736,Large Cap,0,100,0,0,0,Large Cap,26165108736,26165108736
1595243,Geagea Joseph C,19%,22%,24%,4%,5%,5%,-19%,-22%,-24%,-4%,-5%,-5%,36185,91622.5,147060,2,1,2015,2015,0.0,0%,0%,0%,100%,0%,0%,1,CVX,Energy,145.9,0,0,0,0,0,0,0,0,0,0,0,289030000000,Mega Cap,100,0,0,0,0,Mega Cap,2.8903E+11,2.8903E+11
1595258,POWERS JOHN FRANCIS,23%,24%,27%,2%,2%,2%,-23%,-24%,-27%,-2%,-2%,-2%,189072,189072,189072,1,1,2016,2016,0.0,0%,0%,0%,100%,100%,100%,1,BXP,Real Estate,26,0,0,0,0,0,0,0,0,0,0,0,14614306816,Large Cap,0,100,0,0,0,Large Cap,14614306816,14614306816
1595268,Seidman Leslie,37%,38%,41%,7%,8%,8%,-37%,-38%,-41%,-7%,-8%,-8%,50700,75645,100590,2,2,2019,2021,-822.0,50%,50%,50%,50%,50%,50%,1,GE,Industrials,1.88E+46,0,0,0,0,0,0,0,0,0,0,0,197150000000,Large Cap,0,100,0,0,0,Large Cap,1.9715E+11,1.9715E+11
1595816,Grant Daniel L.,29%,33%,37%,3%,4%,4%,-29%,-33%,-37%,-3%,-4%,-4%,1013.8183,2490.935325,6096.153,8,2,2018,2019,-39.0,50%,13%,13%,50%,50%,13%,1,MLM,Materials,1756.06,0,0,0,0,0,0,0,0,0,0,0,36670861312,Large Cap,0,100,0,0,0,Large Cap,36670861312,36670861312
1596492,Hoppenot Herve,36%,36%,36%,13%,13%,13%,-36%,-36%,-36%,-13%,-13%,-13%,914100,957053.625,1000007.25,2,2,2018,2021,1028.0,0%,0%,0%,0%,0%,0%,1,INCY,Health Care,138.31,0,0,0,0,0,0,0,0,0,0,0,14535428096,Large Cap,0,100,0,0,0,Large Cap,14535428096,14535428096
1597069,Seaman Bradley S,33%,39%,45%,4%,5%,5%,-33%,-39%,-45%,-4%,-5%,-5%,125100,125100,125100,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,STLD,Materials,20.85,0,0,0,0,0,0,0,0,0,0,0,22116630528,Large Cap,0,100,0,0,0,Large Cap,22116630528,22116630528
1597213,Deutsche Telekom Holding B.V.,29%,28%,29%,2%,2%,2%,-29%,-28%,-29%,-2%,-2%,-2%,7824700,14082471.39,22027750,30,1,2018,2018,0.5,0%,0%,0%,47%,67%,0%,1,TMUS,Communication Services,1814.54,0,0,0,0,0,0,0,0,0,0,0,286571000000,Mega Cap,100,0,0,0,0,Mega Cap,2.86571E+11,2.86571E+11
1597296,Mondre Greg,19%,22%,24%,7%,8%,9%,-19%,-22%,-24%,-7%,-8%,-9%,3195,3195,3195,1,1,2015,2015,0.0,100%,0%,0%,100%,0%,0%,1,MSI,Information Technology,63.9,0,0,0,0,0,0,0,0,0,0,0,83670769664,Large Cap,0,100,0,0,0,Large Cap,83670769664,83670769664
1597380,Rice Daniel J. IV,30%,26%,33%,4%,2%,2%,-30%,-26%,-33%,-4%,-2%,-2%,21258.5,21258.5,21258.5,1,1,2019,2019,0.0,0%,100%,0%,100%,100%,100%,1,EQT,Energy,20.74,0,0,0,0,0,0,0,0,0,0,0,27113322496,Large Cap,0,100,0,0,0,Large Cap,27113322496,27113322496
1597385,Rice Toby Z.,44%,41%,41%,5%,6%,7%,-44%,-41%,-41%,-5%,-6%,-7%,499240,499240,499240,1,1,2021,2021,0.0,0%,100%,100%,0%,0%,0%,1,EQT,Energy,17.83,0,0,0,0,0,0,0,0,0,0,0,27113322496,Large Cap,0,100,0,0,0,Large Cap,27113322496,27113322496
1598115,Kempczinski Christopher J,28%,35%,42%,9%,13%,14%,-28%,-35%,-42%,-9%,-13%,-14%,500029.8,500029.8,500029.8,1,1,2019,2019,0.0,100%,0%,0%,100%,0%,0%,1,MCD,Consumer Discretionary,193.81,0,0,0,0,0,0,0,0,0,0,0,212127000000,Mega Cap,100,0,0,0,0,Mega Cap,2.12127E+11,2.12127E+11
1598125,Allen Barbara K,21%,21%,21%,6%,6%,6%,-21%,-21%,-21%,-6%,-6%,-6%,12590,19105,25620,2,1,2014,2014,2.0,0%,0%,0%,0%,0%,0%,1,DHI,Consumer Discretionary,50.8,0,0,0,0,0,0,0,0,0,0,0,54415687680,Large Cap,0,100,0,0,0,Large Cap,54415687680,54415687680
1598593,Ruegger Philip T III,24%,25%,27%,4%,4%,4%,-24%,-25%,-27%,-4%,-4%,-4%,79421.8,172921.9364,218304,11,6,2014,2020,-38.2,27%,9%,0%,45%,45%,27%,1,TRV,Financials,1266.47,0,0,0,0,0,0,0,0,0,0,0,60536872960,Large Cap,0,100,0,0,0,Large Cap,60536872960,60536872960
1599351,Weikel Mark J,24%,26%,27%,7%,7%,8%,-24%,-26%,-27%,-7%,-7%,-8%,66140,66140,66140,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,TSCO,Consumer Discretionary,66.14,0,0,0,0,0,0,0,0,0,0,0,30307020800,Large Cap,0,100,0,0,0,Large Cap,30307020800,30307020800
1599571,Nelson Amy H,20%,21%,20%,7%,6%,5%,-20%,-21%,-20%,-7%,-6%,-5%,199025,199025,199025,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,APA,Energy,79.61,0,0,0,0,0,0,0,0,0,0,0,8379299840,Mid Cap,0,0,100,0,0,Mid Cap,8379299840,8379299840
1599796,GAY MARY CHRISTINE,28%,29%,34%,9%,9%,12%,-28%,-29%,-34%,-9%,-9%,-12%,20000,73932.66667,100899,3,2,2015,2019,644.5,0%,0%,0%,0%,0%,0%,1,MGM,Consumer Discretionary,74.54,0,0,0,0,0,0,0,0,0,0,0,11415351296,Large Cap,0,100,0,0,0,Large Cap,11415351296,11415351296
1599796,JAMMET MARY CHRIS,33%,40%,44%,12%,13%,15%,-33%,-40%,-44%,-12%,-13%,-15%,18600,18600,18600,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,MGM,Consumer Discretionary,12,0,0,0,0,0,0,0,0,0,0,0,11415351296,Large Cap,0,100,0,0,0,Large Cap,11415351296,11415351296
1600187,Walter Elisse B.,31%,33%,38%,4%,4%,4%,-31%,-33%,-38%,-4%,-4%,-4%,47940,86371.59,124803.18,2,2,2014,2020,-2200.0,0%,0%,0%,50%,0%,0%,1,OXY,Energy,117.3822919,0,0,0,0,0,0,0,0,0,0,0,47461388288,Large Cap,0,100,0,0,0,Large Cap,47461388288,47461388288
1600555,Linnartz Stephanie,27%,28%,31%,9%,9%,10%,-27%,-28%,-31%,-9%,-9%,-10%,187570,187570,187570,1,1,2018,2018,0.0,0%,0%,0%,0%,0%,0%,1,HD,Consumer Discretionary,187.57,0,0,0,0,0,0,0,0,0,0,0,426282000000,Mega Cap,100,0,0,0,0,Mega Cap,4.26282E+11,4.26282E+11
1600658,Bartolo P Robert,21%,21%,22%,2%,2%,2%,-21%,-21%,-22%,-2%,-2%,-2%,1004304,1004304,1004304,1,1,2015,2015,0.0,100%,0%,0%,0%,0%,0%,1,CCI,Real Estate,82.32,0,0,0,0,0,0,0,0,0,0,0,46371643392,Large Cap,0,100,0,0,0,Large Cap,46371643392,46371643392
1600714,Tinggren Juergen,27%,27%,29%,6%,6%,6%,-27%,-27%,-29%,-6%,-6%,-6%,436920,436920,436920,1,1,2017,2017,0.0,0%,0%,0%,0%,0%,0%,1,JCI,Industrials,36.41,0,0,0,0,0,0,0,0,0,0,0,55530835968,Large Cap,0,100,0,0,0,Large Cap,55530835968,55530835968
1600953,Modruson Frank Blaise,34%,37%,40%,20%,22%,25%,-34%,-37%,-40%,-20%,-22%,-25%,55234.4,156299.9,254590,4,4,2015,2023,700.0,0%,0%,0%,0%,0%,0%,1,ZBRA,Information Technology,481.35,0,0,0,0,0,0,0,0,0,0,0,20993060864,Large Cap,0,100,0,0,0,Large Cap,20993060864,20993060864
1601145,Elwyn Tashtego S,29%,30%,29%,5%,5%,4%,-29%,-30%,-29%,-5%,-5%,-4%,110625,110625,110625,1,1,2018,2018,0.0,0%,0%,0%,0%,0%,100%,1,RJF,Financials,1.918406747,0,0,0,0,0,0,0,0,0,0,0,34707984384,Large Cap,0,100,0,0,0,Large Cap,34707984384,34707984384
1601624,"Kerr, II James Y",22%,24%,25%,3%,3%,3%,-22%,-24%,-25%,-3%,-3%,-3%,48520,48520,48520,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,SO,Utilities,48.52,0,0,0,0,0,0,0,0,0,0,0,98326429696,Large Cap,0,100,0,0,0,Large Cap,98326429696,98326429696
1602281,Smith Phillip R,21%,20%,22%,2%,2%,2%,-21%,-20%,-22%,-2%,-2%,-2%,40560,40560,40560,1,1,2015,2015,0.0,100%,100%,0%,100%,0%,0%,1,CNP,Utilities,20.28,0,0,0,0,0,0,0,0,0,0,0,21285398528,Large Cap,0,100,0,0,0,Large Cap,21285398528,21285398528
1602800,Elkins Cynthia,25%,27%,27%,4%,5%,4%,-25%,-27%,-27%,-4%,-5%,-4%,9889.8,22950.61667,34949.2,3,2,2016,2017,-224.5,0%,0%,0%,0%,0%,0%,1,WTW,Financials,63.71,0,0,0,0,0,0,0,0,0,0,0,32433451008,Large Cap,0,100,0,0,0,Large Cap,32433451008,32433451008
1603010,Schaffer Dean I,20%,21%,21%,5%,5%,5%,-20%,-21%,-21%,-5%,-5%,-5%,651,17084.46333,25628.79,3,3,2014,2016,-183.5,33%,0%,0%,33%,0%,0%,1,ALLE,Industrials,178.42,0,0,0,0,0,0,0,0,0,0,0,12292670464,Large Cap,0,100,0,0,0,Large Cap,12292670464,12292670464
1603044,Powell Colin,21%,24%,26%,8%,9%,11%,-21%,-24%,-26%,-8%,-9%,-11%,6409.92,8793.44,11176.96,2,1,2016,2016,-42.0,0%,0%,0%,0%,0%,0%,1,CRM,Information Technology,148.36,0,0,0,0,0,0,0,0,0,0,0,315490000000,Mega Cap,100,0,0,0,0,Mega Cap,3.1549E+11,3.1549E+11
1604063,STAFFIERI MICHAEL DAVID,38%,43%,48%,16%,15%,16%,-38%,-43%,-48%,-16%,-15%,-16%,1554000,1554000,1554000,1,1,2022,2022,0.0,0%,0%,0%,0%,0%,0%,1,DVA,Health Care,77.7,0,0,0,0,0,0,0,0,0,0,0,13629927424,Large Cap,0,100,0,0,0,Large Cap,13629927424,13629927424
1604076,Bruehlman Ronald E,38%,44%,46%,13%,16%,16%,-38%,-44%,-46%,-13%,-16%,-16%,1051.28,534546.8133,1599400,3,2,2020,2021,-207.5,0%,67%,67%,0%,67%,33%,1,IQV,Health Care,668.08,0,0,0,0,0,0,0,0,0,0,0,36559507456,Large Cap,0,100,0,0,0,Large Cap,36559507456,36559507456
1604533,Cardiff Michele L,20%,21%,21%,2%,2%,2%,-20%,-21%,-21%,-2%,-2%,-2%,20936.15,20936.15,20936.15,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,D,Utilities,70.97,0,0,0,0,0,0,0,0,0,0,0,50148589568,Large Cap,0,100,0,0,0,Large Cap,50148589568,50148589568
1604561,Nagy Leslie K,42%,41%,45%,8%,9%,9%,-42%,-41%,-45%,-8%,-9%,-9%,280.08,317.9166667,429.78,6,1,2022,2022,41.6,83%,83%,33%,50%,0%,0%,1,WM,Industrials,882.12,0,0,0,0,0,0,0,0,0,0,0,91696054272,Large Cap,0,100,0,0,0,Large Cap,91696054272,91696054272
1605071,Rees Joanna,29%,31%,34%,14%,15%,18%,-29%,-31%,-34%,-14%,-15%,-18%,19170,108313.7083,456000,6,2,2017,2020,172.0,0%,0%,0%,0%,0%,0%,1,FICO,Information Technology,1121.06,0,0,0,0,0,0,0,0,0,0,0,57826992128,Large Cap,0,100,0,0,0,Large Cap,57826992128,57826992128
1605503,Zeiler Gerhard,50%,51%,54%,3%,3%,3%,-50%,-51%,-54%,-3%,-3%,-3%,293800,529805,830000,4,3,2022,2024,247.3,50%,25%,0%,50%,25%,0%,1,WBD,Communication Services,55.48,0,0,0,0,0,0,0,0,0,0,0,25709219840,Large Cap,0,100,0,0,0,Large Cap,25709219840,25709219840
1605507,MIRALLES ALBERT JOSEPH JR,40%,41%,44%,24%,25%,30%,-40%,-41%,-44%,-24%,-25%,-30%,250602.5,275418.25,300234,2,1,2022,2022,-84.0,100%,50%,0%,100%,50%,0%,1,CDW,Information Technology,351.86,0,0,0,0,0,0,0,0,0,0,0,23554387968,Large Cap,0,100,0,0,0,Large Cap,23554387968,23554387968
1605856,Compton Eric B.,21%,21%,21%,9%,8%,8%,-21%,-21%,-21%,-9%,-8%,-8%,20980.05,20980.05,20980.05,1,1,2014,2014,0.0,0%,0%,100%,0%,0%,0%,1,HOLX,Health Care,26.39,0,0,0,0,0,0,0,0,0,0,0,18041808896,Large Cap,0,100,0,0,0,Large Cap,18041808896,18041808896
1605892,HARMENING JEFFREY L,27%,28%,31%,6%,6%,6%,-27%,-28%,-31%,-6%,-6%,-6%,253080,253080,253080,1,1,2018,2018,0.0,100%,0%,0%,0%,0%,0%,1,GIS,Consumer Staples,42.18,0,0,0,0,0,0,0,0,0,0,0,36784836608,Large Cap,0,100,0,0,0,Large Cap,36784836608,36784836608
1606662,Van Den Heuvel Will H,20%,21%,21%,3%,3%,3%,-20%,-21%,-21%,-3%,-3%,-3%,49969.32,49969.32,49969.32,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CINF,Financials,48.14,0,0,0,0,0,0,0,0,0,0,0,25035452416,Large Cap,0,100,0,0,0,Large Cap,25035452416,25035452416
1606894,Thomsen Brian,20%,21%,22%,5%,5%,5%,-20%,-21%,-22%,-5%,-5%,-5%,758400,865280,972160,2,2,2014,2015,-477.0,0%,0%,0%,0%,0%,0%,1,BG,Consumer Staples,145.28,0,0,0,0,0,0,0,0,0,0,0,12530127872,Large Cap,0,100,0,0,0,Large Cap,12530127872,12530127872
1607015,Nichols Ronald Owen,22%,24%,25%,2%,3%,3%,-22%,-24%,-25%,-2%,-3%,-3%,19947.9,22489.2,25030.5,2,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,EIX,Utilities,135.27,0,0,0,0,0,0,0,0,0,0,0,34208634880,Large Cap,0,100,0,0,0,Large Cap,34208634880,34208634880
1607149,Soderberg John Lewis,24%,23%,24%,6%,5%,5%,-24%,-23%,-24%,-6%,-5%,-5%,4992.58,5919.476667,6846.12,6,2,2015,2017,179.4,0%,50%,0%,50%,50%,0%,1,FAST,Industrials,1.76E-15,0,0,0,0,0,0,0,0,0,0,0,47956336640,Large Cap,0,100,0,0,0,Large Cap,47956336640,47956336640
