ACCESSION_NUMBER,FILING_DATE,PERIOD_OF_REPORT,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,GICS_SECTOR,GICS_SUB_INDUSTRY,OWNER_CIK,OWNER_NAME,OWNER_RELATIONSHIP,SECURITY_TITLE,TRANS_DATE,TRANS_SHARES,TRANS_PRICEPERSHARE,DIRECT_INDIRECT_OWNERSHIP,SHARES_OWNED_FOLLOWING_TRANSACTION,6 Month Price,1 Year Price,18 Month Price,Market Cap
0000899243-23-009754,3/27/2023,3/23/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,1067983,BERKSHIRE HATHAWAY INC,TenPercentOwner,Common Stock,2023-03-27 00:00:00+00:00,1242725,59.63,I,211707119,62.22658920288086,62.81981277,49.90999984741211,47461388288
0000899243-23-009754,3/27/2023,3/23/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,315090,BUFFETT WARREN E,TenPercentOwner,Common Stock,2023-03-27 00:00:00+00:00,546804,58.61,I,210464394,62.22658920288086,62.81981277,49.90999984741211,47461388288
0000899243-23-009754,3/27/2023,3/23/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,1067983,BERKSHIRE HATHAWAY INC,TenPercentOwner,Common Stock,2023-03-27 00:00:00+00:00,546804,58.61,I,210464394,62.22658920288086,62.81981277,49.90999984741211,47461388288
0001062993-23-007755,3/27/2023,3/24/2023,29534,DOLLAR GENERAL CORP,DG,Consumer Staples,Consumer Staples Merchandise Retail,1727210,McGuire Timothy I,Director,Common Stock,2023-03-24 00:00:00+00:00,100,202.08,D,7654.06,105.44999694824219,148.41587829589844,85.43782043457031,16992831488
0001062993-23-007755,3/27/2023,3/24/2023,29534,DOLLAR GENERAL CORP,DG,Consumer Staples,Consumer Staples Merchandise Retail,1727210,McGuire Timothy I,Director,Common Stock,2023-03-24 00:00:00+00:00,975,202.1,D,8654.06,105.44999694824219,148.41587829589844,85.43782043457031,16992831488
0001062993-23-007755,3/27/2023,3/24/2023,29534,DOLLAR GENERAL CORP,DG,Consumer Staples,Consumer Staples Merchandise Retail,1727210,McGuire Timothy I,Director,Common Stock,2023-03-24 00:00:00+00:00,1250,202,D,9904.06,105.44999694824219,148.41587829589844,85.43782043457031,16992831488
0001062993-23-007755,3/27/2023,3/24/2023,29534,DOLLAR GENERAL CORP,DG,Consumer Staples,Consumer Staples Merchandise Retail,1727210,McGuire Timothy I,Director,Common Stock,2023-03-24 00:00:00+00:00,1200,201.9,D,11104.06,105.44999694824219,148.41587829589844,85.43782043457031,16992831488
0001062993-23-007755,3/27/2023,3/24/2023,29534,DOLLAR GENERAL CORP,DG,Consumer Staples,Consumer Staples Merchandise Retail,1727210,McGuire Timothy I,Director,Common Stock,2023-03-24 00:00:00+00:00,25,202.09,D,7679.06,105.44999694824219,148.41587829589844,85.43782043457031,16992831488
0001205247-23-000002,3/24/2023,1/23/2023,1932393,GE HealthCare Technologies Inc.,GEHC,Health Care,Health Care Equipment,1205247,CULP H LAWRENCE JR,Director,"Common Stock, par value $0.01 per share",2023-01-23 00:00:00+00:00,748,69.26,I,1272,82.47260284423828,74.56143188476562,81.20317077636719,38020972544
0001086222-23-000146,3/24/2023,3/23/2023,1086222,AKAMAI TECHNOLOGIES INC,AKAM,Information Technology,Internet Services & Infrastructure,1106232,LEIGHTON F THOMSON,"Director,Officer",Common Stock,2023-03-23 00:00:00+00:00,335,74.8,D,75618,107.55000305175781,108.97000122070312,99.51999664,14124343296
0001086222-23-000146,3/24/2023,3/23/2023,1086222,AKAMAI TECHNOLOGIES INC,AKAM,Information Technology,Internet Services & Infrastructure,1106232,LEIGHTON F THOMSON,"Director,Officer",Common Stock,2023-03-24 00:00:00+00:00,333,75.18,D,75951,107.55000305175781,108.97000122070312,100.72000122070312,14124343296
0001086222-23-000144,3/22/2023,3/20/2023,1086222,AKAMAI TECHNOLOGIES INC,AKAM,Information Technology,Internet Services & Infrastructure,1106232,LEIGHTON F THOMSON,"Director,Officer",Common Stock,2023-03-20 00:00:00+00:00,341,73.38,D,74618,106.62000274658203,107.79000091552734,99.44000244140625,14124343296
0001086222-23-000144,3/22/2023,3/20/2023,1086222,AKAMAI TECHNOLOGIES INC,AKAM,Information Technology,Internet Services & Infrastructure,1106232,LEIGHTON F THOMSON,"Director,Officer",Common Stock,2023-03-21 00:00:00+00:00,333,75.26,D,74951,108.48999786376953,109.5999984741211,99.51999664,14124343296
0001086222-23-000144,3/22/2023,3/20/2023,1086222,AKAMAI TECHNOLOGIES INC,AKAM,Information Technology,Internet Services & Infrastructure,1106232,LEIGHTON F THOMSON,"Director,Officer",Common Stock,2023-03-22 00:00:00+00:00,332,75.49,D,75283,107.93000030517578,109.1500015258789,99.51999664,14124343296
0001062993-23-007302,3/20/2023,3/17/2023,316709,SCHWAB CHARLES CORP,SCHW,Financials,Investment Banking & Brokerage,1564429,Clark Bernard J.,Officer,Common Stock,2023-03-17 00:00:00+00:00,5000,54.83,I,120652.81,57.10902023,66.32713317871094,63.472389221191406,1.51204E+11
0001062993-23-007301,3/20/2023,3/17/2023,316709,SCHWAB CHARLES CORP,SCHW,Financials,Investment Banking & Brokerage,1730661,MARTIN-FLICKINGER GERRI,Director,Common Stock,2023-03-17 00:00:00+00:00,3700,54.16,I,8455,57.10902023,66.32713317871094,63.472389221191406,1.51204E+11
0001209191-23-020065,3/20/2023,3/17/2023,1692819,Vistra Corp.,VST,Utilities,Electric Utilities,1711936,HELM SCOTT B,Director,Common Stock,2023-03-17 00:00:00+00:00,11000,24.72,D,369201,32.25039291381836,61.04387664794922,89.18792724609375,54381719552
0001062993-23-007245,3/20/2023,2/3/2023,29534,DOLLAR GENERAL CORP,DG,Consumer Staples,Consumer Staples Merchandise Retail,1080992,RHODES WILLIAM C III,Director,Common Stock,2022-12-13 00:00:00+00:00,36,243.25,I,12733,149.63629150390625,121.61925506591797,123.49313354492188,16992831488
0001062993-23-007245,3/20/2023,2/3/2023,29534,DOLLAR GENERAL CORP,DG,Consumer Staples,Consumer Staples Merchandise Retail,1080992,RHODES WILLIAM C III,Director,Common Stock,2020-09-08 00:00:00+00:00,34,193.36,I,12763,170.25735473632812,211.90907287597656,195.60409545898438,16992831488
0001062993-23-007245,3/20/2023,2/3/2023,29534,DOLLAR GENERAL CORP,DG,Consumer Staples,Consumer Staples Merchandise Retail,1080992,RHODES WILLIAM C III,Director,Common Stock,2020-08-03 00:00:00+00:00,32,192.25,I,12729,186.11032104492188,222.3926239013672,198.45579528808594,16992831488
0001062993-23-007245,3/20/2023,2/3/2023,29534,DOLLAR GENERAL CORP,DG,Consumer Staples,Consumer Staples Merchandise Retail,1080992,RHODES WILLIAM C III,Director,Common Stock,2018-11-21 00:00:00+00:00,64,106.08,I,12761,112.57913970947266,151.87205505371094,169.2216033935547,16992831488
0001062993-23-007229,3/17/2023,3/17/2023,316709,SCHWAB CHARLES CORP,SCHW,Financials,Investment Banking & Brokerage,1889263,Wurster Richard A,Officer,Common Stock,2023-03-17 00:00:00+00:00,2000,54.39,D,101391,57.10902023,66.32713317871094,63.472389221191406,1.51204E+11
0001062993-23-007227,3/17/2023,3/14/2023,316709,SCHWAB CHARLES CORP,SCHW,Financials,Investment Banking & Brokerage,1889263,Wurster Richard A,Officer,Common Stock,2023-03-14 00:00:00+00:00,5000,57.28,D,99391,57.609283447265625,66.41617584228516,61.907752990722656,1.51204E+11
0001086222-23-000141,3/17/2023,3/15/2023,1086222,AKAMAI TECHNOLOGIES INC,AKAM,Information Technology,Internet Services & Infrastructure,1106232,LEIGHTON F THOMSON,"Director,Officer",Common Stock,2023-03-17 00:00:00+00:00,343,72.89,D,74277,104.5,107.25,99.29000091552734,14124343296
0001086222-23-000141,3/17/2023,3/15/2023,1086222,AKAMAI TECHNOLOGIES INC,AKAM,Information Technology,Internet Services & Infrastructure,1106232,LEIGHTON F THOMSON,"Director,Officer",Common Stock,2023-03-16 00:00:00+00:00,348,71.88,D,73934,104.5,107.25,98.52999877929688,14124343296
0001086222-23-000141,3/17/2023,3/15/2023,1086222,AKAMAI TECHNOLOGIES INC,AKAM,Information Technology,Internet Services & Infrastructure,1106232,LEIGHTON F THOMSON,"Director,Officer",Common Stock,2023-03-15 00:00:00+00:00,350,71.53,D,73586,105.5199966430664,108.94999694824219,98.52999877929688,14124343296
0001127602-23-010724,3/17/2023,3/15/2023,104169,Walmart Inc.,WMT,Consumer Staples,Consumer Staples Merchandise Retail,1183428,STEPHENSON RANDALL L,Director,Common,2023-03-15 00:00:00+00:00,7245,138.05,D,19691.07,54.34965133666992,60.63667678833008,80.59999847,7.43538E+11
0001209191-23-019734,3/17/2023,3/15/2023,79282,"BROWN & BROWN, INC.",BRO,Financials,Insurance Brokers,1757909,Hays James Charles,Director,"Common Stock, $.10 par value",2023-03-15 00:00:00+00:00,5000,53.5,D,365063,72.70762634277344,84.62748718261719,102.9862289428711,32370464768
0001209191-23-019731,3/17/2023,3/15/2023,1692819,Vistra Corp.,VST,Utilities,Electric Utilities,1268406,BURKE JAMES A,"Director,Officer",Common Stock,2023-03-17 00:00:00+00:00,5000,24.5,I,458899,32.25039291381836,61.04387664794922,89.18792724609375,54381719552
0001209191-23-019731,3/17/2023,3/15/2023,1692819,Vistra Corp.,VST,Utilities,Electric Utilities,1268406,BURKE JAMES A,"Director,Officer",Common Stock,2023-03-15 00:00:00+00:00,8000,24.25,I,401260,32.37778854370117,62.58088302612305,85.34706115722656,54381719552
0001209191-23-019724,3/17/2023,3/15/2023,1692819,Vistra Corp.,VST,Utilities,Electric Utilities,1711936,HELM SCOTT B,Director,Common Stock,2023-03-16 00:00:00+00:00,3000,24.75,D,358201,32.250396728515625,61.04387664794922,85.34706115722656,54381719552
0001209191-23-019724,3/17/2023,3/15/2023,1692819,Vistra Corp.,VST,Utilities,Electric Utilities,1711936,HELM SCOTT B,Director,Common Stock,2023-03-15 00:00:00+00:00,2000,24.44,D,355201,32.37778854370117,62.58088302612305,85.34706115722656,54381719552
0001071739-23-000059,3/17/2023,3/17/2023,1071739,CENTENE CORP,CNC,Health Care,Managed Health Care,1845762,LONDON SARAH,"Director,Officer",Common Stock,2023-03-17 00:00:00+00:00,30000,62.6,D,313953,67.80999755859375,75.47000122070312,76.56999969482422,30291900416
0001062993-23-007094,3/16/2023,3/16/2023,316709,SCHWAB CHARLES CORP,SCHW,Financials,Investment Banking & Brokerage,1562215,Goldfarb Mark A,Director,Common Stock,2023-03-16 00:00:00+00:00,4000,58.37,I,27017,57.10902023,66.32714080810547,61.907752990722656,1.51204E+11
0001209191-23-019391,3/16/2023,3/15/2023,1418135,Keurig Dr Pepper Inc.,KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1885848,Shoemaker Anthony,Officer,Common Stock,2023-03-15 00:00:00+00:00,5297,34.82,D,62297,32.57961654663086,28.440275192260742,37.37950897216797,44288094208
0001209191-23-019390,3/16/2023,3/14/2023,1418135,Keurig Dr Pepper Inc.,KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1959299,Rotem-Wildeman Karin,Officer,Common Stock,2023-03-14 00:00:00+00:00,18101,34.51,D,18101,32.05710983276367,28.342205047607422,37.37950897216797,44288094208
0001209191-23-019390,3/16/2023,3/14/2023,1418135,Keurig Dr Pepper Inc.,KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1959299,Rotem-Wildeman Karin,Officer,Common Stock,2023-03-15 00:00:00+00:00,2070,34.71,D,20171,32.57961654663086,28.440275192260742,37.37950897216797,44288094208
0000100517-23-000082,3/16/2023,3/15/2023,100517,"United Airlines Holdings, Inc.",UAL,Industrials,Passenger Airlines,1168692,SHAPIRO EDWARD,Director,Common Stock,2023-03-15 00:00:00+00:00,25000,42.59,D,200000,45.41999816894531,42.849998474121094,50.220001220703125,31845064704
0000091576-23-000054,3/16/2023,3/14/2023,91576,KEYCORP /NEW/,KEY,Financials,Regional Banks,1185158,GILLIS RUTH ANN M,Director,Common Shares,2023-03-14 00:00:00+00:00,2000,12.95,I,42961,10.78484058380127,14.540328025817871,16.09000015258789,19349833728
0001209191-23-019292,3/16/2023,3/15/2023,713676,"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Financials,Diversified Banks,1846499,Fallon Kieran John,Officer,$5 Par Common Stock,2023-03-15 00:00:00+00:00,1000,125.45,D,12046,120.60600280761719,144.3897247314453,175.76560974121094,85308473344
0001047862-23-000090,3/16/2023,3/15/2023,1047862,CONSOLIDATED EDISON INC,ED,Utilities,Multi-Utilities,1837203,Miller Joseph,Officer,Common Stock,2023-03-15 00:00:00+00:00,0.96,93.94,D,1094.13,88.41577148,86.45220947265625,103.66567993164062,35188596736
0000779152-23-000016,3/16/2023,3/14/2023,779152,HENRY JACK & ASSOCIATES INC,JKHY,Financials,Transaction & Payment Processing Services,1586768,Kelly Laura G.,Director,Common Stock,2023-03-14 00:00:00+00:00,1000,145.29,D,16194,149.5306854248047,171.2413787841797,176.07000732421875,12853967872
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,1067983,BERKSHIRE HATHAWAY INC,TenPercentOwner,Common Stock,2023-03-14 00:00:00+00:00,845778,59.7,I,204145115,65.35023498535156,61.56977081298828,51.04999923706055,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,315090,BUFFETT WARREN E,TenPercentOwner,Common Stock,2023-03-14 00:00:00+00:00,845778,59.7,I,204145115,65.35023498535156,61.56977081298828,51.04999923706055,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,1067983,BERKSHIRE HATHAWAY INC,TenPercentOwner,Common Stock,2023-03-14 00:00:00+00:00,1915948,60.38,I,206061063,65.35023498535156,61.56977081298828,51.04999923706055,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,315090,BUFFETT WARREN E,TenPercentOwner,Common Stock,2023-03-14 00:00:00+00:00,1915948,60.38,I,206061063,65.35023498535156,61.56977081298828,51.04999923706055,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,1067983,BERKSHIRE HATHAWAY INC,TenPercentOwner,Common Stock,2023-03-14 00:00:00+00:00,461341,61.29,I,206522404,65.35023498535156,61.56977081298828,51.04999923706055,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,315090,BUFFETT WARREN E,TenPercentOwner,Common Stock,2023-03-14 00:00:00+00:00,461341,61.29,I,206522404,65.35023498535156,61.56977081298828,51.04999923706055,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,1067983,BERKSHIRE HATHAWAY INC,TenPercentOwner,Common Stock,2023-03-13 00:00:00+00:00,1344479,59.6,I,203299337,65.45862579345703,60.65703582763672,50.99000168,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,315090,BUFFETT WARREN E,TenPercentOwner,Common Stock,2023-03-13 00:00:00+00:00,1344479,59.6,I,203299337,65.45862579345703,60.65703582763672,50.99000168,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,1067983,BERKSHIRE HATHAWAY INC,TenPercentOwner,Common Stock,2023-03-15 00:00:00+00:00,110216,57.15,I,208040405,66.31591797,62.085662841796875,51.04999923706055,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,315090,BUFFETT WARREN E,TenPercentOwner,Common Stock,2023-03-15 00:00:00+00:00,110216,57.15,I,208040405,66.31591797,62.085662841796875,51.04999923706055,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,1067983,BERKSHIRE HATHAWAY INC,TenPercentOwner,Common Stock,2023-03-13 00:00:00+00:00,258823,57.77,I,200412264,65.45862579345703,60.65703582763672,50.99000168,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,315090,BUFFETT WARREN E,TenPercentOwner,Common Stock,2023-03-13 00:00:00+00:00,258823,57.77,I,200412264,65.45862579345703,60.65703582763672,50.99000168,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,1067983,BERKSHIRE HATHAWAY INC,TenPercentOwner,Common Stock,2023-03-13 00:00:00+00:00,1542594,59.03,I,201954858,65.45862579345703,60.65703582763672,50.99000168,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,315090,BUFFETT WARREN E,TenPercentOwner,Common Stock,2023-03-13 00:00:00+00:00,1542594,59.03,I,201954858,65.45862579345703,60.65703582763672,50.99000168,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,1067983,BERKSHIRE HATHAWAY INC,TenPercentOwner,Common Stock,2023-03-15 00:00:00+00:00,1407785,56.66,I,207930189,66.31591797,62.085662841796875,51.04999923706055,47461388288
0000899243-23-008649,3/15/2023,3/13/2023,797468,OCCIDENTAL PETROLEUM CORP /DE/,OXY,Energy,Oil & Gas Exploration & Production,315090,BUFFETT WARREN E,TenPercentOwner,Common Stock,2023-03-15 00:00:00+00:00,1407785,56.66,I,207930189,66.31591797,62.085662841796875,51.04999923706055,47461388288
0001062993-23-006975,3/15/2023,3/15/2023,316709,SCHWAB CHARLES CORP,SCHW,Financials,Investment Banking & Brokerage,1561563,Ellis Stephen A,Director,Common Stock,2023-03-15 00:00:00+00:00,34387,58.26,I,99801,58.61962891,65.89181518554688,61.907752990722656,1.51204E+11
0001127602-23-010306,3/15/2023,3/14/2023,1090012,DEVON ENERGY CORP/DE,DVN,Energy,Oil & Gas Exploration & Production,1413122,Muncrief Richard E,"Director,Officer",Common Stock,2023-03-14 00:00:00+00:00,7500,50.3,D,1762038,47.922794342041016,46.09815979003906,39.45000076293945,24929353728
0000101778-23-000073,3/15/2023,7/20/2021,101778,MARATHON OIL CORP,MRO,Energy,Oil & Gas Exploration & Production,1221455,Ladhani Holli C.,Director,Common Stock,2021-07-20 00:00:00+00:00,155,11.06,D,25371.64,18.25424575805664,21.65599250793457,26.502931594848633,15971154944
0001127602-23-010302,3/15/2023,3/14/2023,1090012,DEVON ENERGY CORP/DE,DVN,Energy,Oil & Gas Exploration & Production,1555889,Gaspar Clay M,Officer,Common Stock,2023-03-14 00:00:00+00:00,20000,49.98,D,477032,47.922794342041016,46.09815979003906,39.45000076293945,24929353728
0001246991-23-000140,3/15/2023,3/15/2023,1037540,BOSTON PROPERTIES INC,BXP,Real Estate,Office REITs,1203367,LUSTIG MATTHEW J,Director,"Common Stock, par value $0.01",2023-03-15 00:00:00+00:00,10000,52.92,I,10000,61.44902801513672,59.87340545654297,79.08860778808594,14614306816
0001209191-23-018829,3/15/2023,3/14/2023,107263,"WILLIAMS COMPANIES, INC.",WMB,Energy,Oil & Gas Storage & Transportation,1181274,SPENCE WILLIAM H,Director,Common Stock,2023-03-14 00:00:00+00:00,5000,29.61,D,48521,32.66116714477539,36.13169479370117,45.029998779296875,71336468480
0001209191-23-018828,3/15/2023,3/14/2023,107263,"WILLIAMS COMPANIES, INC.",WMB,Energy,Oil & Gas Storage & Transportation,1013283,BERGSTROM STEPHEN W,Director,Common Stock,2023-03-14 00:00:00+00:00,6895,29,D,123738,32.66116714477539,36.13169479370117,45.029998779296875,71336468480
0001209191-23-018826,3/15/2023,3/14/2023,107263,"WILLIAMS COMPANIES, INC.",WMB,Energy,Oil & Gas Storage & Transportation,1540413,Smith Murray D,Director,Common Stock,2023-03-14 00:00:00+00:00,400,29.66,D,42904,32.66116714477539,36.13169479370117,45.029998779296875,71336468480
0001209191-23-018732,3/14/2023,3/8/2023,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",HII,Industrials,Aerospace & Defense,1920500,Hughes Edmond E. Jr.,Officer,Common Stock,2023-03-08 00:00:00+00:00,44.05,212.48,D,8407.52,203.89230346679688,287.0484313964844,267.3870849609375,7801214464
0001209191-23-018725,3/14/2023,6/8/2022,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",HII,Industrials,Aerospace & Defense,1920500,Hughes Edmond E. Jr.,Officer,Common Stock,2022-12-07 00:00:00+00:00,39.28,237.07,D,7548.47,203.22840881347656,238.50144958496094,247.78883361816406,7801214464
0001209191-23-018725,3/14/2023,6/8/2022,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",HII,Industrials,Aerospace & Defense,1920500,Hughes Edmond E. Jr.,Officer,Common Stock,2022-09-07 00:00:00+00:00,38.12,231.26,D,7509.2,208.6696014404297,203.71701049804688,289.1531677246094,7801214464
0001062993-23-006882,3/14/2023,3/14/2023,316709,SCHWAB CHARLES CORP,SCHW,Financials,Investment Banking & Brokerage,1533741,Ricketts Todd M,Director,Common Stock,2023-03-14 00:00:00+00:00,10000,56.79,D,230892,57.609283447265625,66.41617584228516,61.907752990722656,1.51204E+11
0001062993-23-006881,3/14/2023,3/14/2023,316709,SCHWAB CHARLES CORP,SCHW,Financials,Investment Banking & Brokerage,1625471,ADAMS JOHN K JR,Director,Common Stock,2023-03-14 00:00:00+00:00,5000,59.31,D,41955,57.609283447265625,66.41617584228516,61.907752990722656,1.51204E+11
0001062993-23-006880,3/14/2023,3/14/2023,316709,SCHWAB CHARLES CORP,SCHW,Financials,Investment Banking & Brokerage,1706835,Crawford Peter B.,Officer,Common Stock,2023-03-14 00:00:00+00:00,5000,57.96,I,44725,57.609283447265625,66.41617584228516,61.907752990722656,1.51204E+11
0001062993-23-006879,3/14/2023,3/14/2023,316709,SCHWAB CHARLES CORP,SCHW,Financials,Investment Banking & Brokerage,1296479,Bettinger Walter W,"Director,Officer",Common Stock,2023-03-14 00:00:00+00:00,50000,59.31,D,656501.02,57.609283447265625,66.41617584228516,61.907752990722656,1.51204E+11
0001062993-23-006878,3/14/2023,3/14/2023,316709,SCHWAB CHARLES CORP,SCHW,Financials,Investment Banking & Brokerage,1561563,Ellis Stephen A,Director,Common Stock,2023-03-14 00:00:00+00:00,6757,56.08,I,65414,57.609283447265625,66.41617584228516,61.907752990722656,1.51204E+11
0001209191-23-018606,3/14/2023,3/10/2023,1418135,Keurig Dr Pepper Inc.,KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1291809,Singer Robert S,Director,Common Stock,2023-03-10 00:00:00+00:00,500,34.25,D,28501,32.279659271240234,28.577573776245117,37.041595458984375,44288094208
0001209191-23-018604,3/14/2023,3/10/2023,1418135,Keurig Dr Pepper Inc.,KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1808355,Priyadarshi Sudhanshu Shekhar,Officer,Common Stock,2023-03-13 00:00:00+00:00,1475,34.42,D,95000,32.18289566040039,28.724679946899414,36.822940826416016,44288094208
0001209191-23-018604,3/14/2023,3/10/2023,1418135,Keurig Dr Pepper Inc.,KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1808355,Priyadarshi Sudhanshu Shekhar,Officer,Common Stock,2023-03-10 00:00:00+00:00,13525,34.46,D,93525,32.279659271240234,28.577573776245117,37.041595458984375,44288094208
0000035527-23-000139,3/14/2023,3/13/2023,35527,FIFTH THIRD BANCORP,FITB,Financials,Regional Banks,1331928,Heminger Gary R.,Director,Common Stock,2023-03-13 00:00:00+00:00,14500,26.82,I,14786,26.066709518432617,35.668846130371094,40.815250396728516,32293390336
0000035527-23-000139,3/14/2023,3/13/2023,35527,FIFTH THIRD BANCORP,FITB,Financials,Regional Banks,1331928,Heminger Gary R.,Director,Common Stock,2023-03-13 00:00:00+00:00,33000,26.82,D,127043,26.066709518432617,35.668846130371094,40.815250396728516,32293390336
0001086222-23-000132,3/14/2023,3/13/2023,1086222,AKAMAI TECHNOLOGIES INC,AKAM,Information Technology,Internet Services & Infrastructure,1106232,LEIGHTON F THOMSON,"Director,Officer",Common Stock,2023-03-14 00:00:00+00:00,349,71.77,D,73236,104.79000091552734,109.52999877929688,98.52999877929688,14124343296
0001086222-23-000132,3/14/2023,3/13/2023,1086222,AKAMAI TECHNOLOGIES INC,AKAM,Information Technology,Internet Services & Infrastructure,1106232,LEIGHTON F THOMSON,"Director,Officer",Common Stock,2023-03-13 00:00:00+00:00,349,71.78,D,72887,104.01000213623047,109.77999877929688,97.30000305175781,14124343296
0001574540-23-000099,3/14/2023,2/28/2023,1574540,Physicians Realty Trust,DOC,Real Estate,Health Care REITs,1188370,BLACK ALBERT JR,Director,"Common shares, $0.01 par value",2023-02-28 00:00:00+00:00,1021,14.98,D,99208,18.70494842529297,15.54806137084961,21.975906372070312,15555615744
0001209191-23-018373,3/14/2023,3/13/2023,713676,"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Financials,Diversified Banks,1198053,DEMCHAK WILLIAM S,Officer,$5 Par Common Stock,2023-03-13 00:00:00+00:00,500,129.81,D,525349,118.5922622680664,146.81097412109375,176.12261962890625,85308473344
0001209191-23-018373,3/14/2023,3/13/2023,713676,"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Financials,Diversified Banks,1198053,DEMCHAK WILLIAM S,Officer,$5 Par Common Stock,2023-03-13 00:00:00+00:00,500,129.59,D,524849,118.5922622680664,146.81097412109375,176.12261962890625,85308473344
0001664272-23-000216,3/14/2023,3/10/2023,92230,TRUIST FINANCIAL CORP,TFC,Financials,Diversified Banks,1195258,RATCLIFFE DAVID M,Director,Common Stock,2023-03-10 00:00:00+00:00,13125,38.08,I,39025,27.798784255981445,36.07838058,42.12051773071289,63389126656
0001209191-23-018226,3/13/2023,3/10/2023,1692819,Vistra Corp.,VST,Utilities,Electric Utilities,1268406,BURKE JAMES A,"Director,Officer",Common Stock,2023-03-10 00:00:00+00:00,8000,24.75,I,393260,33.37734603881836,59.98284912109375,74.77220153808594,54381719552
0001209191-23-018116,3/13/2023,3/9/2023,1692819,Vistra Corp.,VST,Utilities,Electric Utilities,1711936,HELM SCOTT B,Director,Common Stock,2023-03-09 00:00:00+00:00,10000,26.28,D,343201,33.377342224121094,59.982852935791016,73.52516174316406,54381719552
0001209191-23-018116,3/13/2023,3/9/2023,1692819,Vistra Corp.,VST,Utilities,Electric Utilities,1711936,HELM SCOTT B,Director,Common Stock,2023-03-10 00:00:00+00:00,10000,24.89,D,353201,33.37734603881836,59.98284912109375,74.77220153808594,54381719552
0001127602-23-009784,3/10/2023,3/9/2023,935703,"DOLLAR TREE, INC.",DLTR,Consumer Staples,Consumer Staples Merchandise Retail,1209831,DREILING RICHARD W,"Director,Officer",Common Stock,2023-03-09 00:00:00+00:00,7100,142,I,7118,116.0199966430664,147.91000366210938,66.5,15371940864
